plotID,plotIDyear,nlcdClass,density,ShannonBeetle,SimpsonBeetle,BeetleCount,cupNum,year.x,siteID,DF_BA,EGBA,AM_BA,ECM_BA,totalBA,PerEG_BA,PerECM_BA,Shan_BA,Sim_BA,DF_ST,EF_ST,AM_ST,ECM_ST,totalStems,PerEG_ST,PerECM_ST,Shan_ST,Sim_ST,PerAM_BA,PerAM_ST
HARV_001,HARV_001 2016,deciduousForest,0.571428571,1.887592038,0.825,20,35,2016,HARV,7306.728855,2468.73224,691.279275,9084.18182,9775.461095,25.25438152,92.92842283,0.971497673,0.533200395,10,5,4,11,15,33.33333333,73.33333333,1.33979428,0.728888889,7.071577169,26.66666667
HARV_010,HARV_010 2016,mixedForest,0.525,1.806436972,0.789115646,21,40,2016,HARV,5198.682505,4318.01918,609.59513,8907.106555,9516.701685,45.37306435,93.59447054,1.10288102,0.61930452,5,8,3,10,13,61.53846154,76.92307692,1.156987644,0.627218935,6.405529459,23.07692308
HARV_005,HARV_005 2016,deciduousForest,0.65625,1.49950941,0.680272109,21,32,2016,HARV,7725.65957,1080.777305,2330.4214,6476.015475,8806.436875,12.27258334,73.53729513,0.909435058,0.539574404,16,5,12,9,21,23.80952381,42.85714286,0.977320209,0.580498866,26.46270487,57.14285714
HARV_013,HARV_013 2016,evergreenForest,0.4,1.213007566,0.65625,8,20,2016,HARV,3550.593535,18931.86179,1459.152655,21023.30267,22482.45532,84.20726969,93.50981628,0.543166173,0.278047587,2,10,1,11,12,83.33333333,91.66666667,0.566085739,0.291666667,6.49018372,8.333333333
HARV_002,HARV_002 2016,deciduousForest,0.5,1.531778079,0.765306122,14,28,2016,HARV,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755,93.1228631,1.056777858,0.536488716,12,1,5,8,13,7.692307692,61.53846154,1.412744637,0.721893491,6.877136896,38.46153846
HARV_022,HARV_022 2016,evergreenForest,0.967741935,1.634931936,0.786666667,30,31,2016,HARV,1968.706505,21114.52278,0,23083.22929,23083.22929,91.47126912,100,0.429851524,0.17943998,8,19,0,27,27,70.37037037,100,1.060856947,0.521262003,0,0
HARV_004,HARV_004 2016,mixedForest,0.5625,1.985053188,0.851851852,18,32,2016,HARV,5535.677715,0,3719.460325,1816.21739,5535.677715,0,32.80930508,1.132532886,0.603546081,7,0,5,2,7,0,28.57142857,1.277034259,0.693877551,67.19069492,71.42857143
HARV_014,HARV_014 2016,mixedForest,0.533333333,1.62861983,0.7421875,16,30,2016,HARV,8854.210985,9040.500165,971.20791,16923.50324,17894.71115,50.52051463,94.57265389,1.169471871,0.644748939,13,9,4,18,22,40.90909091,81.81818182,1.322289469,0.714876033,5.427346113,18.18181818
HARV_021,HARV_021 2016,evergreenForest,0.636363636,1.630799105,0.775510204,14,22,2016,HARV,2801.06158,4545.45285,2644.896325,4701.618105,7346.51443,61.87223742,63.99794283,0.746704977,0.487115949,7,4,6,5,11,36.36363636,45.45454545,0.916464886,0.561983471,36.00205717,54.54545455
HARV_006,HARV_006 2016,deciduousForest,1,2.276907968,0.887755102,28,28,2016,HARV,9120.1263,193.57862,1016.84546,8296.85946,9313.70492,2.078427668,89.08226674,0.78120727,0.402990849,22,2,8,16,24,8.333333333,66.66666667,1.190782515,0.65625,10.91773326,33.33333333
HARV_006,HARV_006 2017,deciduousForest,1.295454545,1.985732146,0.791012619,57,44,2017,HARV,9120.1263,193.57862,1016.84546,8296.85946,9313.70492,2.078427668,89.08226674,0.78120727,0.402990849,22,2,8,16,24,8.333333333,66.66666667,1.190782515,0.65625,10.91773326,33.33333333
HARV_013,HARV_013 2017,evergreenForest,0.675,1.768094912,0.806584362,27,40,2017,HARV,3550.593535,18931.86179,1459.152655,21023.30267,22482.45532,84.20726969,93.50981628,0.543166173,0.278047587,2,10,1,11,12,83.33333333,91.66666667,0.566085739,0.291666667,6.49018372,8.333333333
HARV_004,HARV_004 2017,mixedForest,0.90625,1.856252163,0.784780024,29,32,2017,HARV,5535.677715,0,3719.460325,1816.21739,5535.677715,0,32.80930508,1.132532886,0.603546081,7,0,5,2,7,0,28.57142857,1.277034259,0.693877551,67.19069492,71.42857143
HARV_002,HARV_002 2017,deciduousForest,0.522727273,1.914068678,0.790170132,23,44,2017,HARV,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755,93.1228631,1.056777858,0.536488716,12,1,5,8,13,7.692307692,61.53846154,1.412744637,0.721893491,6.877136896,38.46153846
HARV_022,HARV_022 2017,evergreenForest,0.818181818,1.580340915,0.74845679,36,44,2017,HARV,1968.706505,21114.52278,0,23083.22929,23083.22929,91.47126912,100,0.429851524,0.17943998,8,19,0,27,27,70.37037037,100,1.060856947,0.521262003,0,0
HARV_001,HARV_001 2017,deciduousForest,0.7,1.400326576,0.714285714,14,20,2017,HARV,7306.728855,2468.73224,691.279275,9084.18182,9775.461095,25.25438152,92.92842283,0.971497673,0.533200395,10,5,4,11,15,33.33333333,73.33333333,1.33979428,0.728888889,7.071577169,26.66666667
HARV_005,HARV_005 2017,deciduousForest,1.225,1.312117065,0.553102874,49,40,2017,HARV,7725.65957,1080.777305,2330.4214,6476.015475,8806.436875,12.27258334,73.53729513,0.909435058,0.539574404,16,5,12,9,21,23.80952381,42.85714286,0.977320209,0.580498866,26.46270487,57.14285714
HARV_010,HARV_010 2017,mixedForest,1.090909091,2.026811824,0.841145833,48,44,2017,HARV,5198.682505,4318.01918,609.59513,8907.106555,9516.701685,45.37306435,93.59447054,1.10288102,0.61930452,5,8,3,10,13,61.53846154,76.92307692,1.156987644,0.627218935,6.405529459,23.07692308
HARV_021,HARV_021 2017,evergreenForest,0.53125,1.579233135,0.719723183,17,32,2017,HARV,2801.06158,4545.45285,2644.896325,4701.618105,7346.51443,61.87223742,63.99794283,0.746704977,0.487115949,7,4,6,5,11,36.36363636,45.45454545,0.916464886,0.561983471,36.00205717,54.54545455
HARV_014,HARV_014 2017,mixedForest,1.032258065,1.988881657,0.830078125,32,31,2017,HARV,8854.210985,9040.500165,971.20791,16923.50324,17894.71115,50.52051463,94.57265389,1.169471871,0.644748939,13,9,4,18,22,40.90909091,81.81818182,1.322289469,0.714876033,5.427346113,18.18181818
HARV_021,HARV_021 2018,evergreenForest,1.366666667,2.001258254,0.845925045,41,30,2018,HARV,2801.06158,4545.45285,2644.896325,4701.618105,7346.51443,61.87223742,63.99794283,0.746704977,0.487115949,7,4,6,5,11,36.36363636,45.45454545,0.916464886,0.561983471,36.00205717,54.54545455
HARV_008,HARV_008 2018,deciduousForest,1.733333333,1.985449998,0.839497041,52,30,2018,HARV,8038.563495,366.48288,451.073375,7953.973,8405.046375,4.360271956,94.63330296,0.890354297,0.483245762,9,1,2,8,10,10,80,1.279854226,0.7,5.36669704,20
HARV_006,HARV_006 2018,deciduousForest,2.533333333,2.081452214,0.833795014,76,30,2018,HARV,9120.1263,193.57862,1016.84546,8296.85946,9313.70492,2.078427668,89.08226674,0.78120727,0.402990849,22,2,8,16,24,8.333333333,66.66666667,1.190782515,0.65625,10.91773326,33.33333333
HARV_005,HARV_005 2018,deciduousForest,2.75862069,2.113585193,0.7940625,80,29,2018,HARV,7725.65957,1080.777305,2330.4214,6476.015475,8806.436875,12.27258334,73.53729513,0.909435058,0.539574404,16,5,12,9,21,23.80952381,42.85714286,0.977320209,0.580498866,26.46270487,57.14285714
HARV_004,HARV_004 2018,mixedForest,1.655172414,1.978759154,0.796875,48,29,2018,HARV,5535.677715,0,3719.460325,1816.21739,5535.677715,0,32.80930508,1.132532886,0.603546081,7,0,5,2,7,0,28.57142857,1.277034259,0.693877551,67.19069492,71.42857143
HARV_013,HARV_013 2018,evergreenForest,2.185185185,1.279297053,0.638896869,59,27,2018,HARV,3550.593535,18931.86179,1459.152655,21023.30267,22482.45532,84.20726969,93.50981628,0.543166173,0.278047587,2,10,1,11,12,83.33333333,91.66666667,0.566085739,0.291666667,6.49018372,8.333333333
HARV_001,HARV_001 2018,deciduousForest,2.7,1.577304667,0.749580857,81,30,2018,HARV,7306.728855,2468.73224,691.279275,9084.18182,9775.461095,25.25438152,92.92842283,0.971497673,0.533200395,10,5,4,11,15,33.33333333,73.33333333,1.33979428,0.728888889,7.071577169,26.66666667
HARV_010,HARV_010 2018,mixedForest,2.9,1.724372117,0.734311005,87,30,2018,HARV,5198.682505,4318.01918,609.59513,8907.106555,9516.701685,45.37306435,93.59447054,1.10288102,0.61930452,5,8,3,10,13,61.53846154,76.92307692,1.156987644,0.627218935,6.405529459,23.07692308
HARV_022,HARV_022 2018,evergreenForest,1.5,1.536433531,0.759506173,45,30,2018,HARV,1968.706505,21114.52278,0,23083.22929,23083.22929,91.47126912,100,0.429851524,0.17943998,8,19,0,27,27,70.37037037,100,1.060856947,0.521262003,0,0
HARV_002,HARV_002 2018,deciduousForest,2.62962963,2.125680051,0.857766316,71,27,2018,HARV,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755,93.1228631,1.056777858,0.536488716,12,1,5,8,13,7.692307692,61.53846154,1.412744637,0.721893491,6.877136896,38.46153846
HARV_013,HARV_013 2019,evergreenForest,1.62962963,1.311664664,0.655991736,44,27,2019,HARV,3550.593535,18931.86179,1459.152655,21023.30267,22482.45532,84.20726969,93.50981628,0.543166173,0.278047587,2,10,1,11,12,83.33333333,91.66666667,0.566085739,0.291666667,6.49018372,8.333333333
HARV_001,HARV_001 2019,deciduousForest,2.407407407,1.470645684,0.717633136,65,27,2019,HARV,7306.728855,2468.73224,691.279275,9084.18182,9775.461095,25.25438152,92.92842283,0.971497673,0.533200395,10,5,4,11,15,33.33333333,73.33333333,1.33979428,0.728888889,7.071577169,26.66666667
HARV_010,HARV_010 2019,mixedForest,2.6,1.851206813,0.770874425,78,30,2019,HARV,5198.682505,4318.01918,609.59513,8907.106555,9516.701685,45.37306435,93.59447054,1.10288102,0.61930452,5,8,3,10,13,61.53846154,76.92307692,1.156987644,0.627218935,6.405529459,23.07692308
HARV_022,HARV_022 2019,evergreenForest,1.192307692,1.369744296,0.591050989,31,26,2019,HARV,1968.706505,21114.52278,0,23083.22929,23083.22929,91.47126912,100,0.429851524,0.17943998,8,19,0,27,27,70.37037037,100,1.060856947,0.521262003,0,0
HARV_004,HARV_004 2019,mixedForest,1.375,2.038253559,0.85399449,33,24,2019,HARV,5535.677715,0,3719.460325,1816.21739,5535.677715,0,32.80930508,1.132532886,0.603546081,7,0,5,2,7,0,28.57142857,1.277034259,0.693877551,67.19069492,71.42857143
HARV_006,HARV_006 2019,deciduousForest,2.4,2.00676096,0.831404321,72,30,2019,HARV,9120.1263,193.57862,1016.84546,8296.85946,9313.70492,2.078427668,89.08226674,0.78120727,0.402990849,22,2,8,16,24,8.333333333,66.66666667,1.190782515,0.65625,10.91773326,33.33333333
HARV_008,HARV_008 2019,deciduousForest,1.583333333,1.651284392,0.739612188,38,24,2019,HARV,8038.563495,366.48288,451.073375,7953.973,8405.046375,4.360271956,94.63330296,0.890354297,0.483245762,9,1,2,8,10,10,80,1.279854226,0.7,5.36669704,20
HARV_002,HARV_002 2019,deciduousForest,2.833333333,1.749832037,0.750480584,51,18,2019,HARV,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755,93.1228631,1.056777858,0.536488716,12,1,5,8,13,7.692307692,61.53846154,1.412744637,0.721893491,6.877136896,38.46153846
HARV_005,HARV_005 2019,deciduousForest,1.333333333,1.535855196,0.670138889,24,18,2019,HARV,7725.65957,1080.777305,2330.4214,6476.015475,8806.436875,12.27258334,73.53729513,0.909435058,0.539574404,16,5,12,9,21,23.80952381,42.85714286,0.977320209,0.580498866,26.46270487,57.14285714
HARV_021,HARV_021 2019,evergreenForest,0.583333333,1.475076311,0.734693878,7,12,2019,HARV,2801.06158,4545.45285,2644.896325,4701.618105,7346.51443,61.87223742,63.99794283,0.746704977,0.487115949,7,4,6,5,11,36.36363636,45.45454545,0.916464886,0.561983471,36.00205717,54.54545455
TALL_006,TALL_006 2016,evergreenForest,0.266666667,1.386294361,0.75,4,15,NA,TALL,7523.14196,12856.63983,7523.14196,12856.63983,20379.78179,63.08526736,63.08526736,1.134399694,0.618925986,6,14,6,14,20,70,70,1.088899975,0.58,36.91473264,30
TALL_007,TALL_007 2016,deciduousForest,0.75,1.728335115,0.798898072,33,44,NA,TALL,19573.92163,3780.21875,11514.94299,8925.770035,23354.14038,16.1865035,38.2192189,1.740067268,0.805095756,36,18,19,28,54,33.33333333,51.85185185,1.902893732,0.831961591,49.30578819,35.18518519
TALL_009,TALL_009 2016,evergreenForest,0.897435897,1.811803663,0.8,35,39,NA,TALL,1643.368115,1346.92827,181.48192,2808.814465,2990.296385,45.04330329,93.93097216,1.29853359,0.682851364,9,4,1,12,13,30.76923077,92.30769231,1.412744637,0.721893491,6.069027837,7.692307692
TALL_008,TALL_008 2016,deciduousForest,0.428571429,1.632630927,0.777777778,12,28,NA,TALL,8385.314615,0,257.997475,7644.62739,8385.314615,0,91.1668523,1.336480617,0.706563111,9,0,2,5,9,0,55.55555556,1.58109375,0.790123457,3.076777519,22.22222222
TALL_013,TALL_013 2016,evergreenForest,0.333333333,1.213007566,0.65625,8,24,NA,TALL,0,7891.58859,0,7891.58859,7891.58859,100,100,0,0,0,7,0,7,7,100,100,0,0,0,0
TALL_004,TALL_004 2016,evergreenForest,0.25,0,0,1,4,NA,TALL,0,7658.76639,0,7658.76639,7658.76639,100,100,0.692200814,0.499053932,0,10,0,10,10,100,100,0.673011667,0.48,0,0
TALL_001,TALL_001 2016,deciduousForest,0.5,1.569152946,0.755102041,14,28,NA,TALL,24831.18673,10991.96495,17589.31661,15927.85057,35823.15167,30.68396954,44.46244908,1.835451268,0.807994783,34,4,16,12,38,10.52631579,31.57894737,2.045986081,0.856404959,49.10041631,42.10526316
TALL_002,TALL_002 2016,mixedForest,0.333333333,1.386294361,0.75,4,12,NA,TALL,9883.137435,10156.63283,7555.528125,11899.87727,20039.77026,50.68238155,59.38130583,1.519722553,0.674322814,35,32,19,44,67,47.76119403,65.67164179,1.775874898,0.734684785,37.70266838,28.35820896
TALL_013,TALL_013 2017,evergreenForest,0.55,1.420571926,0.661157025,11,20,NA,TALL,0,7891.58859,0,7891.58859,7891.58859,100,100,0,0,0,7,0,7,7,100,100,0,0,0,0
TALL_009,TALL_009 2017,evergreenForest,1.0625,2.05825373,0.814302191,51,48,NA,TALL,1643.368115,1346.92827,181.48192,2808.814465,2990.296385,45.04330329,93.93097216,1.29853359,0.682851364,9,4,1,12,13,30.76923077,92.30769231,1.412744637,0.721893491,6.069027837,7.692307692
TALL_007,TALL_007 2017,deciduousForest,0.580645161,1.037908333,0.462962963,18,31,NA,TALL,19573.92163,3780.21875,11514.94299,8925.770035,23354.14038,16.1865035,38.2192189,1.740067268,0.805095756,36,18,19,28,54,33.33333333,51.85185185,1.902893732,0.831961591,49.30578819,35.18518519
TALL_002,TALL_002 2017,mixedForest,0.25,1.560710409,0.777777778,6,24,NA,TALL,9883.137435,10156.63283,7555.528125,11899.87727,20039.77026,50.68238155,59.38130583,1.519722553,0.674322814,35,32,19,44,67,47.76119403,65.67164179,1.775874898,0.734684785,37.70266838,28.35820896
TALL_001,TALL_001 2017,deciduousForest,0.464285714,0.793730055,0.390532544,13,28,NA,TALL,24831.18673,10991.96495,17589.31661,15927.85057,35823.15167,30.68396954,44.46244908,1.835451268,0.807994783,34,4,16,12,38,10.52631579,31.57894737,2.045986081,0.856404959,49.10041631,42.10526316
TALL_004,TALL_004 2017,evergreenForest,0.266666667,1.039720771,0.625,4,15,NA,TALL,0,7658.76639,0,7658.76639,7658.76639,100,100,0.692200814,0.499053932,0,10,0,10,10,100,100,0.673011667,0.48,0,0
TALL_008,TALL_008 2017,deciduousForest,0.25,1.329661349,0.722222222,6,24,NA,TALL,8385.314615,0,257.997475,7644.62739,8385.314615,0,91.1668523,1.336480617,0.706563111,9,0,2,5,9,0,55.55555556,1.58109375,0.790123457,3.076777519,22.22222222
TALL_006,TALL_006 2017,evergreenForest,0.333333333,1.039720771,0.625,4,12,NA,TALL,7523.14196,12856.63983,7523.14196,12856.63983,20379.78179,63.08526736,63.08526736,1.134399694,0.618925986,6,14,6,14,20,70,70,1.088899975,0.58,36.91473264,30
TALL_009,TALL_009 2018,evergreenForest,0.756756757,2.041491049,0.826530612,28,37,NA,TALL,1643.368115,1346.92827,181.48192,2808.814465,2990.296385,45.04330329,93.93097216,1.29853359,0.682851364,9,4,1,12,13,30.76923077,92.30769231,1.412744637,0.721893491,6.069027837,7.692307692
TALL_008,TALL_008 2018,deciduousForest,0.851851852,1.34829049,0.601134216,23,27,NA,TALL,8385.314615,0,257.997475,7644.62739,8385.314615,0,91.1668523,1.336480617,0.706563111,9,0,2,5,9,0,55.55555556,1.58109375,0.790123457,3.076777519,22.22222222
TALL_007,TALL_007 2018,deciduousForest,0.666666667,1.055669848,0.479166667,24,36,NA,TALL,19573.92163,3780.21875,11514.94299,8925.770035,23354.14038,16.1865035,38.2192189,1.740067268,0.805095756,36,18,19,28,54,33.33333333,51.85185185,1.902893732,0.831961591,49.30578819,35.18518519
TALL_001,TALL_001 2018,deciduousForest,0.375,0.848685558,0.49382716,9,24,NA,TALL,24831.18673,10991.96495,17589.31661,15927.85057,35823.15167,30.68396954,44.46244908,1.835451268,0.807994783,34,4,16,12,38,10.52631579,31.57894737,2.045986081,0.856404959,49.10041631,42.10526316
TALL_002,TALL_002 2018,mixedForest,0.518518519,1.536722469,0.734693878,14,27,NA,TALL,9883.137435,10156.63283,7555.528125,11899.87727,20039.77026,50.68238155,59.38130583,1.519722553,0.674322814,35,32,19,44,67,47.76119403,65.67164179,1.775874898,0.734684785,37.70266838,28.35820896
TALL_004,TALL_004 2018,evergreenForest,0.333333333,0.693147181,0.5,2,6,NA,TALL,0,7658.76639,0,7658.76639,7658.76639,100,100,0.692200814,0.499053932,0,10,0,10,10,100,100,0.673011667,0.48,0,0
TALL_006,TALL_006 2018,evergreenForest,0.444444444,1.906154747,0.84375,8,18,NA,TALL,7523.14196,12856.63983,7523.14196,12856.63983,20379.78179,63.08526736,63.08526736,1.134399694,0.618925986,6,14,6,14,20,70,70,1.088899975,0.58,36.91473264,30
TALL_013,TALL_013 2018,evergreenForest,0.666666667,1.073542846,0.5625,8,12,NA,TALL,0,7891.58859,0,7891.58859,7891.58859,100,100,0,0,0,7,0,7,7,100,100,0,0,0,0
TALL_001,TALL_001 2019,deciduousForest,0.583333333,0.895332666,0.459183673,14,24,NA,TALL,24831.18673,10991.96495,17589.31661,15927.85057,35823.15167,30.68396954,44.46244908,1.835451268,0.807994783,34,4,16,12,38,10.52631579,31.57894737,2.045986081,0.856404959,49.10041631,42.10526316
TALL_009,TALL_009 2019,evergreenForest,0.9,1.761300465,0.751714678,27,30,NA,TALL,1643.368115,1346.92827,181.48192,2808.814465,2990.296385,45.04330329,93.93097216,1.29853359,0.682851364,9,4,1,12,13,30.76923077,92.30769231,1.412744637,0.721893491,6.069027837,7.692307692
TALL_007,TALL_007 2019,deciduousForest,1.074074074,1.464495904,0.651605232,29,27,NA,TALL,19573.92163,3780.21875,11514.94299,8925.770035,23354.14038,16.1865035,38.2192189,1.740067268,0.805095756,36,18,19,28,54,33.33333333,51.85185185,1.902893732,0.831961591,49.30578819,35.18518519
TALL_008,TALL_008 2019,deciduousForest,0.576923077,1.524707393,0.721893491,15,26,NA,TALL,8385.314615,0,257.997475,7644.62739,8385.314615,0,91.1668523,1.336480617,0.706563111,9,0,2,5,9,0,55.55555556,1.58109375,0.790123457,3.076777519,22.22222222
TALL_004,TALL_004 2019,evergreenForest,0.476190476,0.63903186,0.34,10,21,NA,TALL,0,7658.76639,0,7658.76639,7658.76639,100,100,0.692200814,0.499053932,0,10,0,10,10,100,100,0.673011667,0.48,0,0
TALL_002,TALL_002 2019,mixedForest,0.527777778,0.409458619,0.193905817,19,36,NA,TALL,9883.137435,10156.63283,7555.528125,11899.87727,20039.77026,50.68238155,59.38130583,1.519722553,0.674322814,35,32,19,44,67,47.76119403,65.67164179,1.775874898,0.734684785,37.70266838,28.35820896
TALL_006,TALL_006 2019,evergreenForest,0.428571429,1.464816385,0.740740741,9,21,NA,TALL,7523.14196,12856.63983,7523.14196,12856.63983,20379.78179,63.08526736,63.08526736,1.134399694,0.618925986,6,14,6,14,20,70,70,1.088899975,0.58,36.91473264,30
TALL_013,TALL_013 2019,evergreenForest,0.5,0.636514168,0.444444444,3,6,NA,TALL,0,7891.58859,0,7891.58859,7891.58859,100,100,0,0,0,7,0,7,7,100,100,0,0,0,0
TALL_003,TALL_003 2016,mixedForest,,,,,44,2016,TALL,,,,,,,,,,,,,,,,,,,,
TALL_003,TALL_003 2017,mixedForest,,,,,52,2017,TALL,,,,,,,,,,,,,,,,,,,,
TALL_003,TALL_003 2018,mixedForest,,,,,36,2018,TALL,,,,,,,,,,,,,,,,,,,,
TALL_003,TALL_003 2019,mixedForest,,,,,39,2019,TALL,,,,,,,,,,,,,,,,,,,,
TALL_005,TALL_005 2016,mixedForest,,,,,8,2016,TALL,,,,,,,,,,,,,,,,,,,,
TALL_005,TALL_005 2017,mixedForest,,,,,28,2017,TALL,,,,,,,,,,,,,,,,,,,,
TALL_005,TALL_005 2018,mixedForest,,,,,23,2018,TALL,,,,,,,,,,,,,,,,,,,,
TALL_005,TALL_005 2019,mixedForest,,,,,21,2019,TALL,,,,,,,,,,,,,,,,,,,,
