plotID,nlcdClass,collectDate,plotIDeventID,sampleID,subsampleID,taxonID.y,individualCount
TALL_009,evergreenForest,2016-05-25T00:00:00Z,TALL_009 TALL.2016.19,TALL_009.N.20160525,l/M16YIQdhmWRV/1jUEiEW6baDn65ZkDMy5F/BKJUbo=,CARSYL,2
TALL_009,evergreenForest,2016-05-25T00:00:00Z,TALL_009 TALL.2016.19,TALL_009.N.20160525,l/M16YIQdhmWRV/1jUEiEW6baDn65ZkDMy5F/BKJUbo=,CARSYL,2
TALL_009,evergreenForest,2016-05-25T00:00:00Z,TALL_009 TALL.2016.19,TALL_009.N.20160525,l/M16YIQdhmWRV/1jUEiEVMf9chbXFDffz0qrp6nDbA=,CYCCON2,1
TALL_009,evergreenForest,2016-05-25T00:00:00Z,TALL_009 TALL.2016.19,TALL_009.N.20160525,l/M16YIQdhmWRV/1jUEiEdebKSN0MTi6F5dkCiE+P2g=,SELOPA,1
TALL_003,mixedForest,2016-05-25T00:00:00Z,TALL_003 TALL.2016.19,TALL_003.S.20160525,M7Kgwa5WKWrXg1oPNn4csqlZO0d+yd99ZmFXaAs/X4I=,ANIMER2,1
TALL_007,deciduousForest,2016-05-25T00:00:00Z,TALL_007 TALL.2016.19,TALL_007.S.20160525,dCnpKCfrHjPwtk4jZiNDd8VHaGlaMDYuyTIwNK+mIgQ=,DICDIL5,1
TALL_003,mixedForest,2016-05-25T00:00:00Z,TALL_003 TALL.2016.19,TALL_003.W.20160525,M7Kgwa5WKWoZ18wOqb1JV9BPO+pBF53O4uFHchBzCFE=,SELOPA,1
TALL_003,mixedForest,2016-05-25T00:00:00Z,TALL_003 TALL.2016.19,TALL_003.W.20160525,M7Kgwa5WKWoZ18wOqb1JV8GjWbKwyPyM90rW7OqLzlE=,ANIMER2,1
TALL_003,mixedForest,2016-06-08T00:00:00Z,TALL_003 TALL.2016.21,TALL_003.E.20160608,M7Kgwa5WKWql/tSsXIo1xX/vqP+nt9kiYwvYPdY5lF8=,CYCFRE,1
TALL_003,mixedForest,2016-06-08T00:00:00Z,TALL_003 TALL.2016.21,TALL_003.E.20160608,M7Kgwa5WKWql/tSsXIo1xeQNiUbULvO+7ZpBpj7TnuI=,CYCCON2,1
TALL_007,deciduousForest,2016-06-08T00:00:00Z,TALL_007 TALL.2016.21,TALL_007.E.20160608,dCnpKCfrHjPeO1VlQWp4brMWt2sQsVbk6W6vhNRAarU=,CYCCON2,1
TALL_009,evergreenForest,2016-06-08T00:00:00Z,TALL_009 TALL.2016.21,TALL_009.N.20160608,l/M16YIQdhmWRV/1jUEiEYKPyg/rI1wZReqmVCaNmNw=,PASDEP,3
TALL_009,evergreenForest,2016-06-08T00:00:00Z,TALL_009 TALL.2016.21,TALL_009.N.20160608,l/M16YIQdhmWRV/1jUEiEYKPyg/rI1wZReqmVCaNmNw=,PASDEP,3
TALL_009,evergreenForest,2016-06-08T00:00:00Z,TALL_009 TALL.2016.21,TALL_009.N.20160608,l/M16YIQdhmWRV/1jUEiEYKPyg/rI1wZReqmVCaNmNw=,PASDEP,3
TALL_009,evergreenForest,2016-06-08T00:00:00Z,TALL_009 TALL.2016.21,TALL_009.N.20160608,l/M16YIQdhmWRV/1jUEiEV2mLp6axRLTDbEuhPNzp3s=,SELOPA,1
TALL_013,evergreenForest,2016-06-08T00:00:00Z,TALL_013 TALL.2016.21,TALL_013.N.20160608,636VT4a85rBPznAdA3/lM7tlWvSw7n6WltojEFm9fzI=,CYCCON2,1
TALL_007,deciduousForest,2016-06-08T00:00:00Z,TALL_007 TALL.2016.21,TALL_007.S.20160608,dCnpKCfrHjPwtk4jZiNDdwYgcBivK6I2kjalSJi1Tbg=,DICDIL5,1
TALL_008,deciduousForest,2016-06-08T00:00:00Z,TALL_008 TALL.2016.21,TALL_008.W.20160608,ohyOCuNZZNEBJPO5IxHGOawr6ENQ4rsQrSVffTqnN0k=,CYCCON2,1
TALL_008,deciduousForest,2016-06-08T00:00:00Z,TALL_008 TALL.2016.21,TALL_008.W.20160608,ohyOCuNZZNEBJPO5IxHGOdV5vaD5/BrJalvQZOM0LiM=,DICDIL5,1
TALL_008,deciduousForest,2016-06-22T00:00:00Z,TALL_008 TALL.2016.23,TALL_008.E.20160622,ohyOCuNZZNG35W+/b0f5BfuJPdY2a2LiPjQHXNdf60A=,LOXCRE,1
TALL_009,evergreenForest,2016-06-22T00:00:00Z,TALL_009 TALL.2016.23,TALL_009.E.20160622,l/M16YIQdhl0vu9XaqA/R2MWRBSe2tfT5w6KRjxuLqU=,CYCCON2,1
TALL_003,mixedForest,2016-06-22T00:00:00Z,TALL_003 TALL.2016.23,TALL_003.E.20160622,M7Kgwa5WKWql/tSsXIo1xfeoqDJPyGO2ZfXSERbkj+E=,ANIHAP,1
TALL_003,mixedForest,2016-06-22T00:00:00Z,TALL_003 TALL.2016.23,TALL_003.E.20160622,M7Kgwa5WKWql/tSsXIo1xUk6ox1QyhOrYsmv1fsKPfQ=,SELOPA,1
TALL_007,deciduousForest,2016-06-22T00:00:00Z,TALL_007 TALL.2016.23,TALL_007.E.20160622,dCnpKCfrHjPeO1VlQWp4bgtHJYr3M9TAd4BF1G+zgRI=,CYCFRE,1
TALL_009,evergreenForest,2016-06-22T00:00:00Z,TALL_009 TALL.2016.23,TALL_009.N.20160622,l/M16YIQdhmWRV/1jUEiEXUDyegltjOBFK8xyn2OhMg=,SELOPA,1
TALL_001,deciduousForest,2016-06-22T00:00:00Z,TALL_001 TALL.2016.23,TALL_001.N.20160622,oBD9lvhf20lLPR5RQgvAD7rhTEClxzmNUuXCSVAeB+k=,PASDEP,1
TALL_001,deciduousForest,2016-06-22T00:00:00Z,TALL_001 TALL.2016.23,TALL_001.N.20160622,oBD9lvhf20lLPR5RQgvAD+De2GFdRkO2URAOVbwC8+s=,CYCCON2,2
TALL_001,deciduousForest,2016-06-22T00:00:00Z,TALL_001 TALL.2016.23,TALL_001.N.20160622,oBD9lvhf20lLPR5RQgvAD+De2GFdRkO2URAOVbwC8+s=,CYCCON2,2
TALL_008,deciduousForest,2016-06-22T00:00:00Z,TALL_008 TALL.2016.23,TALL_008.N.20160622,ohyOCuNZZNGjfkb9Lg/QPo40yZWoYgJZGHBe/ZDPdr0=,CYCCON2,1
TALL_007,deciduousForest,2016-06-22T00:00:00Z,TALL_007 TALL.2016.23,TALL_007.N.20160622,dCnpKCfrHjN5hXvYq146IF2j5+TGTtAZ4yA0wYo3PLk=,DICDIL5,1
TALL_003,mixedForest,2016-06-22T00:00:00Z,TALL_003 TALL.2016.23,TALL_003.S.20160622,M7Kgwa5WKWrXg1oPNn4cssmpfUzzK099MAVCA5WxOU8=,TETCAR2,2
TALL_003,mixedForest,2016-06-22T00:00:00Z,TALL_003 TALL.2016.23,TALL_003.S.20160622,M7Kgwa5WKWrXg1oPNn4cssmpfUzzK099MAVCA5WxOU8=,TETCAR2,2
TALL_003,mixedForest,2016-06-22T00:00:00Z,TALL_003 TALL.2016.23,TALL_003.S.20160622,M7Kgwa5WKWrXg1oPNn4cstyzWkmE8XrrGl/a2syhGLg=,CICPUN,2
TALL_003,mixedForest,2016-06-22T00:00:00Z,TALL_003 TALL.2016.23,TALL_003.S.20160622,M7Kgwa5WKWrXg1oPNn4cstyzWkmE8XrrGl/a2syhGLg=,CICPUN,2
TALL_009,evergreenForest,2016-06-22T00:00:00Z,TALL_009 TALL.2016.23,TALL_009.S.20160622,l/M16YIQdhnzjZygve9MOZXAVukLQ98LRTnDbdX3668=,ANIHAP,1
TALL_007,deciduousForest,2016-06-22T00:00:00Z,TALL_007 TALL.2016.23,TALL_007.S.20160622,dCnpKCfrHjPwtk4jZiNDdw0ZxBM6VPkGip+3b8ZC8z0=,CYCFRE,1
TALL_007,deciduousForest,2016-06-22T00:00:00Z,TALL_007 TALL.2016.23,TALL_007.S.20160622,dCnpKCfrHjPwtk4jZiNDdzjZ9IrO6D9l+2lmfDJeYtI=,CYCCON2,1
TALL_006,evergreenForest,2016-06-22T00:00:00Z,TALL_006 TALL.2016.23,TALL_006.W.20160622,GF+klScYxlNY6W3QHwWBxKGCOX/2LCtA8iUgAlYr38s=,CYLUNI,1
TALL_002,mixedForest,2016-06-22T00:00:00Z,TALL_002 TALL.2016.23,TALL_002.W.20160622,GD+N/FshctzbiAOTJ9xFZsHXppRNo92CyY49av65aZ8=,CYCCON2,1
TALL_013,evergreenForest,2016-06-22T00:00:00Z,TALL_013 TALL.2016.23,TALL_013.W.20160622,636VT4a85rDbiN/8AK7e7VEAR7Gk+FT58+l3Cu0t1V0=,CYCCON2,1
TALL_013,evergreenForest,2016-06-22T00:00:00Z,TALL_013 TALL.2016.23,TALL_013.W.20160622,636VT4a85rDbiN/8AK7e7RTwyO8M52CKAdgTz4sfgxI=,CHLEMA,1
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.E.20160706,M7Kgwa5WKWql/tSsXIo1xYEK1Qpm5rKZDyFX4LqTDeM=,CYCFRE,1
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.E.20160706,M7Kgwa5WKWql/tSsXIo1xbFXmp7ldbDURlIZ812QLVg=,ANIHAP,1
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.E.20160706,M7Kgwa5WKWql/tSsXIo1xfhuNt/3qWv7sQey7wItSRE=,CYCCON2,2
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.E.20160706,M7Kgwa5WKWql/tSsXIo1xfhuNt/3qWv7sQey7wItSRE=,CYCCON2,2
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.E.20160706,M7Kgwa5WKWql/tSsXIo1xd6eNEIQ3D/L0k1YVfg4a9c=,SELOPA,1
TALL_009,evergreenForest,2016-07-06T00:00:00Z,TALL_009 TALL.2016.25,TALL_009.E.20160706,l/M16YIQdhl0vu9XaqA/R2KQdSBsHgqFeZJRp4jZtEU=,SELELL,1
TALL_001,deciduousForest,2016-07-06T00:00:00Z,TALL_001 TALL.2016.25,TALL_001.N.20160706,oBD9lvhf20lLPR5RQgvAD6wfROc9MjZiFoLSICNrKYY=,CYCCON2,2
TALL_001,deciduousForest,2016-07-06T00:00:00Z,TALL_001 TALL.2016.25,TALL_001.N.20160706,oBD9lvhf20lLPR5RQgvAD6wfROc9MjZiFoLSICNrKYY=,CYCCON2,2
TALL_007,deciduousForest,2016-07-06T00:00:00Z,TALL_007 TALL.2016.25,TALL_007.N.20160706,dCnpKCfrHjN5hXvYq146IDJbyxgd333rY93rTfbEHfM=,CYCFRE,1
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.S.20160706,M7Kgwa5WKWrXg1oPNn4csiAbIpnkRezhqZM2jej62dg=,ANIMER2,1
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.S.20160706,M7Kgwa5WKWrXg1oPNn4csjvSXa3Zw/dAqt6XBpT2re0=,TETCAR2,2
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.S.20160706,M7Kgwa5WKWrXg1oPNn4csjvSXa3Zw/dAqt6XBpT2re0=,TETCAR2,2
TALL_001,deciduousForest,2016-07-06T00:00:00Z,TALL_001 TALL.2016.25,TALL_001.S.20160706,oBD9lvhf20lBRpBDN6M+A2RrWVVD1hTlQAr0o9Sf1AE=,PASPUN,1
TALL_001,deciduousForest,2016-07-06T00:00:00Z,TALL_001 TALL.2016.25,TALL_001.S.20160706,oBD9lvhf20lBRpBDN6M+A1xm3bPrTs0B/Qhzl5utOVg=,DICAMB,1
TALL_013,evergreenForest,2016-07-06T00:00:00Z,TALL_013 TALL.2016.25,TALL_013.S.20160706,636VT4a85rAxJuFdjgRgGjzSqtsZFAKhaNn081piIS8=,CYCCON2,2
TALL_013,evergreenForest,2016-07-06T00:00:00Z,TALL_013 TALL.2016.25,TALL_013.S.20160706,636VT4a85rAxJuFdjgRgGjzSqtsZFAKhaNn081piIS8=,CYCCON2,2
TALL_007,deciduousForest,2016-07-06T00:00:00Z,TALL_007 TALL.2016.25,TALL_007.S.20160706,dCnpKCfrHjPwtk4jZiNDd+K82GtzPqkv9jY1bESh7Kw=,DICDIL5,1
TALL_009,evergreenForest,2016-07-06T00:00:00Z,TALL_009 TALL.2016.25,TALL_009.S.20160706,l/M16YIQdhnzjZygve9MOScsjly8BgVKxY1pIOg9s3A=,ANIHAP,1
TALL_007,deciduousForest,2016-07-06T00:00:00Z,TALL_007 TALL.2016.25,TALL_007.W.20160706,dCnpKCfrHjPIn/neU11S92MRaR5udGk/9FDj3OuGObw=,CYCFRE,2
TALL_007,deciduousForest,2016-07-06T00:00:00Z,TALL_007 TALL.2016.25,TALL_007.W.20160706,dCnpKCfrHjPIn/neU11S92MRaR5udGk/9FDj3OuGObw=,CYCFRE,2
TALL_008,deciduousForest,2016-07-06T00:00:00Z,TALL_008 TALL.2016.25,TALL_008.W.20160706,ohyOCuNZZNEBJPO5IxHGORFgBFYHVlsNW96LblSo5Ic=,DICDIL5,2
TALL_008,deciduousForest,2016-07-06T00:00:00Z,TALL_008 TALL.2016.25,TALL_008.W.20160706,ohyOCuNZZNEBJPO5IxHGORFgBFYHVlsNW96LblSo5Ic=,DICDIL5,2
TALL_003,mixedForest,2016-07-06T00:00:00Z,TALL_003 TALL.2016.25,TALL_003.W.20160706,M7Kgwa5WKWoZ18wOqb1JVyA8FKzgHpX9TNA0X9szKE8=,CRADUB,1
TALL_007,deciduousForest,2016-07-20T00:00:00Z,TALL_007 TALL.2016.27,TALL_007.E.20160720,dCnpKCfrHjPeO1VlQWp4bhj8hZ2gQGcfc7+U0MuDfYk=,PASPUN,2
TALL_007,deciduousForest,2016-07-20T00:00:00Z,TALL_007 TALL.2016.27,TALL_007.E.20160720,dCnpKCfrHjPeO1VlQWp4bhj8hZ2gQGcfc7+U0MuDfYk=,PASPUN,2
TALL_007,deciduousForest,2016-07-20T00:00:00Z,TALL_007 TALL.2016.27,TALL_007.E.20160720,dCnpKCfrHjPeO1VlQWp4bqhK2FX45v/B5jYTeTOcUzw=,CYCCON2,1
TALL_007,deciduousForest,2016-07-20T00:00:00Z,TALL_007 TALL.2016.27,TALL_007.E.20160720,dCnpKCfrHjPeO1VlQWp4burL5lHoCr0tfVkUCFPvZMk=,CYCFRE,1
TALL_002,mixedForest,2016-07-20T00:00:00Z,TALL_002 TALL.2016.27,TALL_002.E.20160720,GD+N/FshctwMV61c5fiGa6XkYyfU2iZJjeZ3sbIivec=,DICAMB,1
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.E.20160720,M7Kgwa5WKWql/tSsXIo1xaME+OfrD5m+XgX07FvrBmg=,SELOPA,5
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.E.20160720,M7Kgwa5WKWql/tSsXIo1xaME+OfrD5m+XgX07FvrBmg=,SELOPA,5
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.E.20160720,M7Kgwa5WKWql/tSsXIo1xaME+OfrD5m+XgX07FvrBmg=,SELOPA,5
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.E.20160720,M7Kgwa5WKWql/tSsXIo1xaME+OfrD5m+XgX07FvrBmg=,SELOPA,5
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.E.20160720,M7Kgwa5WKWql/tSsXIo1xaME+OfrD5m+XgX07FvrBmg=,SELOPA,5
TALL_009,evergreenForest,2016-07-20T00:00:00Z,TALL_009 TALL.2016.27,TALL_009.N.20160720,l/M16YIQdhmWRV/1jUEiET25R3Mx5MEz+/gqTulN1lQ=,SELOPA,1
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.N.20160720,M7Kgwa5WKWo0N3SxzX0vKoMt/Kkqrt1tQowI4w8o3Wo=,CYCCON2,1
TALL_005,mixedForest,2016-07-20T00:00:00Z,TALL_005 TALL.2016.27,TALL_005.N.20160720,t0MQRG9cttm4qHuYtC8OUBuiDrhIMBtG6QpZFpxnif4=,TETINT,1
TALL_001,deciduousForest,2016-07-20T00:00:00Z,TALL_001 TALL.2016.27,TALL_001.N.20160720,oBD9lvhf20lLPR5RQgvAD5p0wVqG+wZ4SVT1E2P78sk=,DICDIL5,1
TALL_007,deciduousForest,2016-07-20T00:00:00Z,TALL_007 TALL.2016.27,TALL_007.S.20160720,dCnpKCfrHjPwtk4jZiNDd5TvLF2Vv4QUwMPCxfxVfRc=,DICDIL5,2
TALL_007,deciduousForest,2016-07-20T00:00:00Z,TALL_007 TALL.2016.27,TALL_007.S.20160720,dCnpKCfrHjPwtk4jZiNDd5TvLF2Vv4QUwMPCxfxVfRc=,DICDIL5,2
TALL_007,deciduousForest,2016-07-20T00:00:00Z,TALL_007 TALL.2016.27,TALL_007.S.20160720,dCnpKCfrHjPwtk4jZiNDdxsw017sWhFu0DYHPtd/SJ8=,CYCCON2,1
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.S.20160720,M7Kgwa5WKWrXg1oPNn4csqYe6nb/ZdFC/FkajfDnGZo=,TETCAR2,1
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.S.20160720,M7Kgwa5WKWrXg1oPNn4csgjL8xu5yE5TLYrEPxVAtB8=,CICPUN,3
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.S.20160720,M7Kgwa5WKWrXg1oPNn4csgjL8xu5yE5TLYrEPxVAtB8=,CICPUN,3
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.S.20160720,M7Kgwa5WKWrXg1oPNn4csgjL8xu5yE5TLYrEPxVAtB8=,CICPUN,3
TALL_003,mixedForest,2016-07-20T00:00:00Z,TALL_003 TALL.2016.27,TALL_003.S.20160720,M7Kgwa5WKWrXg1oPNn4csrf2COsTTr2aeFUUX+odc14=,ANIMER2,1
TALL_009,evergreenForest,2016-07-20T00:00:00Z,TALL_009 TALL.2016.27,TALL_009.W.20160720,l/M16YIQdhkBf7hWagGz8HMPfR455glxp9vEIxAV7nA=,SELOPA,1
TALL_008,deciduousForest,2016-08-03T00:00:00Z,TALL_008 TALL.2016.29,TALL_008.W.20160803,ohyOCuNZZNEBJPO5IxHGOVBlLRxIhWTP+ZXVMnpIMtY=,DICAMB,1
TALL_003,mixedForest,2016-08-03T00:00:00Z,TALL_003 TALL.2016.29,TALL_003.W.20160803,M7Kgwa5WKWoZ18wOqb1JV8RK7IEvKF22sKxvlUaOCZ8=,ANIHAP,1
TALL_003,mixedForest,2016-08-03T00:00:00Z,TALL_003 TALL.2016.29,TALL_003.S.20160803,M7Kgwa5WKWrXg1oPNn4csth8MH9LeWBe8LbEgK8P+Pw=,TETCAR2,1
TALL_008,deciduousForest,2016-08-03T00:00:00Z,TALL_008 TALL.2016.29,TALL_008.E.20160803,ohyOCuNZZNG35W+/b0f5BbwK+6U0IXwPFaNHZ3wAExM=,CYLUNI,1
TALL_007,deciduousForest,2016-08-03T00:00:00Z,TALL_007 TALL.2016.29,TALL_007.E.20160803,dCnpKCfrHjPeO1VlQWp4bvTjwo1U40uZoPBEJMfouQI=,DICDIL5,1
TALL_007,deciduousForest,2016-08-03T00:00:00Z,TALL_007 TALL.2016.29,TALL_007.N.20160803,dCnpKCfrHjN5hXvYq146INEWp6OGvhp9Drb6oJmkANQ=,DICDIL5,1
TALL_003,mixedForest,2016-08-03T00:00:00Z,TALL_003 TALL.2016.29,TALL_003.N.20160803,M7Kgwa5WKWo0N3SxzX0vKp8pn9WCr78RasJor6m5Pa8=,CYCFRE,1
TALL_007,deciduousForest,2016-08-17T00:00:00Z,TALL_007 TALL.2016.31,TALL_007.N.20160817,dCnpKCfrHjN5hXvYq146ICk7MyDHPN3dtXNV4i7bseI=,CYCFRE,1
