plotIDeventID,plotID,sampleID,nlcdClass,individualID,collectDate,subsampleID,taxonID.y,individualCount
HARV_013 HARV.2014.19,HARV_013,HARV_013.E.20140520,evergreenForest,NEON.BET.D01.000671,2014-05-20T00:00:00Z,lFumUD6T2rkHt7h//63ny8RBrMM0Lap7Jd+e5ytpH5Q=,CARGOR,5
HARV_013 HARV.2014.19,HARV_013,HARV_013.E.20140520,evergreenForest,NEON.BET.D01.000671,2014-05-20T00:00:00Z,lFumUD6T2rkHt7h//63ny8RBrMM0Lap7Jd+e5ytpH5Q=,CARGOR,5
HARV_013 HARV.2014.19,HARV_013,HARV_013.E.20140520,evergreenForest,NEON.BET.D01.000671,2014-05-20T00:00:00Z,lFumUD6T2rkHt7h//63ny8RBrMM0Lap7Jd+e5ytpH5Q=,CARGOR,5
HARV_013 HARV.2014.19,HARV_013,HARV_013.E.20140520,evergreenForest,NEON.BET.D01.000671,2014-05-20T00:00:00Z,lFumUD6T2rkHt7h//63ny8RBrMM0Lap7Jd+e5ytpH5Q=,CARGOR,5
HARV_013 HARV.2014.19,HARV_013,HARV_013.E.20140520,evergreenForest,NEON.BET.D01.000671,2014-05-20T00:00:00Z,lFumUD6T2rkHt7h//63ny8RBrMM0Lap7Jd+e5ytpH5Q=,CARGOR,5
HARV_022 HARV.2014.19,HARV_022,HARV_022.N.20140520,evergreenForest,NEON.BET.D01.001011,2014-05-20T00:00:00Z,vt05/1/XT7NKeS3Tm8lTMByLABnHxFrMIdDQigmju74=,PTEPEN,5
HARV_022 HARV.2014.19,HARV_022,HARV_022.N.20140520,evergreenForest,NEON.BET.D01.001011,2014-05-20T00:00:00Z,vt05/1/XT7NKeS3Tm8lTMByLABnHxFrMIdDQigmju74=,PTEPEN,5
HARV_022 HARV.2014.19,HARV_022,HARV_022.N.20140520,evergreenForest,NEON.BET.D01.001011,2014-05-20T00:00:00Z,vt05/1/XT7NKeS3Tm8lTMByLABnHxFrMIdDQigmju74=,PTEPEN,5
HARV_022 HARV.2014.19,HARV_022,HARV_022.N.20140520,evergreenForest,NEON.BET.D01.001011,2014-05-20T00:00:00Z,vt05/1/XT7NKeS3Tm8lTMByLABnHxFrMIdDQigmju74=,PTEPEN,5
HARV_022 HARV.2014.19,HARV_022,HARV_022.N.20140520,evergreenForest,NEON.BET.D01.001011,2014-05-20T00:00:00Z,vt05/1/XT7NKeS3Tm8lTMByLABnHxFrMIdDQigmju74=,PTEPEN,5
HARV_001 HARV.2014.19,HARV_001,HARV_001.N.20140520,deciduousForest,NEON.BET.D01.001027,2014-05-20T00:00:00Z,Lp8M7PrSWwDLnm5AFiLcClFWzNwcDMJs74kg6ioXpqI=,PTEPEN,2
HARV_001 HARV.2014.19,HARV_001,HARV_001.N.20140520,deciduousForest,NEON.BET.D01.001027,2014-05-20T00:00:00Z,Lp8M7PrSWwDLnm5AFiLcClFWzNwcDMJs74kg6ioXpqI=,PTEPEN,2
HARV_013 HARV.2014.19,HARV_013,HARV_013.N.20140520,evergreenForest,NEON.BET.D01.000553,2014-05-20T00:00:00Z,lFumUD6T2rmn7mZhLkcqPD6dAB2eOrnfurcb9Vf8kMI=,SPHSTE3,2
HARV_013 HARV.2014.19,HARV_013,HARV_013.N.20140520,evergreenForest,NEON.BET.D01.000553,2014-05-20T00:00:00Z,lFumUD6T2rmn7mZhLkcqPD6dAB2eOrnfurcb9Vf8kMI=,SPHSTE3,2
HARV_002 HARV.2014.19,HARV_002,HARV_002.N.20140520,deciduousForest,NEON.BET.D01.000647,2014-05-20T00:00:00Z,aC3QojVI9exTZFTxtEl5zzbQzx0DIuxK4xsYY2SAUnA=,CARGOR,2
HARV_002 HARV.2014.19,HARV_002,HARV_002.N.20140520,deciduousForest,NEON.BET.D01.000647,2014-05-20T00:00:00Z,aC3QojVI9exTZFTxtEl5zzbQzx0DIuxK4xsYY2SAUnA=,CARGOR,2
HARV_010 HARV.2014.19,HARV_010,HARV_010.N.20140520,mixedForest,NEON.BET.D01.000663,2014-05-20T00:00:00Z,IKTBBoKzvaepc0PVyW/09TcxUCd2oWDh7IqADsF7wQg=,CARGOR,5
HARV_010 HARV.2014.19,HARV_010,HARV_010.N.20140520,mixedForest,NEON.BET.D01.000663,2014-05-20T00:00:00Z,IKTBBoKzvaepc0PVyW/09TcxUCd2oWDh7IqADsF7wQg=,CARGOR,5
HARV_010 HARV.2014.19,HARV_010,HARV_010.N.20140520,mixedForest,NEON.BET.D01.000663,2014-05-20T00:00:00Z,IKTBBoKzvaepc0PVyW/09TcxUCd2oWDh7IqADsF7wQg=,CARGOR,5
HARV_010 HARV.2014.19,HARV_010,HARV_010.N.20140520,mixedForest,NEON.BET.D01.000663,2014-05-20T00:00:00Z,IKTBBoKzvaepc0PVyW/09TcxUCd2oWDh7IqADsF7wQg=,CARGOR,5
HARV_010 HARV.2014.19,HARV_010,HARV_010.N.20140520,mixedForest,NEON.BET.D01.000663,2014-05-20T00:00:00Z,IKTBBoKzvaepc0PVyW/09TcxUCd2oWDh7IqADsF7wQg=,CARGOR,5
HARV_005 HARV.2014.19,HARV_005,HARV_005.N.20140520,deciduousForest,NEON.BET.D01.001026,2014-05-20T00:00:00Z,VYbX3k7w1wYXHhCe+HJ+XGK+IpicNTcb3vAq0N3164g=,PTEPEN,2
HARV_005 HARV.2014.19,HARV_005,HARV_005.N.20140520,deciduousForest,NEON.BET.D01.001026,2014-05-20T00:00:00Z,VYbX3k7w1wYXHhCe+HJ+XGK+IpicNTcb3vAq0N3164g=,PTEPEN,2
HARV_014 HARV.2014.19,HARV_014,HARV_014.N.20140520,mixedForest,NEON.BET.D01.000656,2014-05-20T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBT3YzroZM3UIdAHEpWj0e7w=,CARGOR,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.N.20140520,mixedForest,NEON.BET.D01.000656,2014-05-20T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBT3YzroZM3UIdAHEpWj0e7w=,CARGOR,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.N.20140520,mixedForest,NEON.BET.D01.000656,2014-05-20T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBT3YzroZM3UIdAHEpWj0e7w=,CARGOR,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.N.20140520,mixedForest,NEON.BET.D01.000656,2014-05-20T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBT3YzroZM3UIdAHEpWj0e7w=,CARGOR,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.N.20140520,mixedForest,NEON.BET.D01.000656,2014-05-20T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBT3YzroZM3UIdAHEpWj0e7w=,CARGOR,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.N.20140520,mixedForest,NEON.BET.D01.000656,2014-05-20T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBT3YzroZM3UIdAHEpWj0e7w=,CARGOR,6
HARV_004 HARV.2014.19,HARV_004,HARV_004.N.20140520,mixedForest,NEON.BET.D01.000801,2014-05-20T00:00:00Z,tDzbpJ00aa9wFsf5V0QL3/x3/JHSHP/sRDyeiuGJAMk=,PTEPEN,3
HARV_004 HARV.2014.19,HARV_004,HARV_004.N.20140520,mixedForest,NEON.BET.D01.000801,2014-05-20T00:00:00Z,tDzbpJ00aa9wFsf5V0QL3/x3/JHSHP/sRDyeiuGJAMk=,PTEPEN,3
HARV_004 HARV.2014.19,HARV_004,HARV_004.N.20140520,mixedForest,NEON.BET.D01.000801,2014-05-20T00:00:00Z,tDzbpJ00aa9wFsf5V0QL3/x3/JHSHP/sRDyeiuGJAMk=,PTEPEN,3
HARV_014 HARV.2014.19,HARV_014,HARV_014.S.20140520,mixedForest,NEON.BET.D01.000658,2014-05-20T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJqfS7baw9vXtb5uCWWPTrOg=,CARGOR,5
HARV_014 HARV.2014.19,HARV_014,HARV_014.S.20140520,mixedForest,NEON.BET.D01.000658,2014-05-20T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJqfS7baw9vXtb5uCWWPTrOg=,CARGOR,5
HARV_014 HARV.2014.19,HARV_014,HARV_014.S.20140520,mixedForest,NEON.BET.D01.000658,2014-05-20T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJqfS7baw9vXtb5uCWWPTrOg=,CARGOR,5
HARV_014 HARV.2014.19,HARV_014,HARV_014.S.20140520,mixedForest,NEON.BET.D01.000658,2014-05-20T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJqfS7baw9vXtb5uCWWPTrOg=,CARGOR,5
HARV_014 HARV.2014.19,HARV_014,HARV_014.S.20140520,mixedForest,NEON.BET.D01.000658,2014-05-20T00:00:00Z,fgSm0hTlsCA/PZi/MN4yJqfS7baw9vXtb5uCWWPTrOg=,CARGOR,5
HARV_013 HARV.2014.19,HARV_013,HARV_013.S.20140520,evergreenForest,NEON.BET.D01.000551,2014-05-20T00:00:00Z,lFumUD6T2rlKPDMh+mMn+yVY+2b3I0B2VUqKvNyVgrM=,SPHSTE3,3
HARV_013 HARV.2014.19,HARV_013,HARV_013.S.20140520,evergreenForest,NEON.BET.D01.000551,2014-05-20T00:00:00Z,lFumUD6T2rlKPDMh+mMn+yVY+2b3I0B2VUqKvNyVgrM=,SPHSTE3,3
HARV_013 HARV.2014.19,HARV_013,HARV_013.S.20140520,evergreenForest,NEON.BET.D01.000551,2014-05-20T00:00:00Z,lFumUD6T2rlKPDMh+mMn+yVY+2b3I0B2VUqKvNyVgrM=,SPHSTE3,3
HARV_002 HARV.2014.19,HARV_002,HARV_002.S.20140520,deciduousForest,NEON.BET.D01.000629,2014-05-20T00:00:00Z,aC3QojVI9exo0TY8+5VOW+qCe1FEgKFVimi7oC0ErPE=,CARGOR,3
HARV_002 HARV.2014.19,HARV_002,HARV_002.S.20140520,deciduousForest,NEON.BET.D01.000629,2014-05-20T00:00:00Z,aC3QojVI9exo0TY8+5VOW+qCe1FEgKFVimi7oC0ErPE=,CARGOR,3
HARV_002 HARV.2014.19,HARV_002,HARV_002.S.20140520,deciduousForest,NEON.BET.D01.000629,2014-05-20T00:00:00Z,aC3QojVI9exo0TY8+5VOW+qCe1FEgKFVimi7oC0ErPE=,CARGOR,3
HARV_021 HARV.2014.19,HARV_021,HARV_021.S.20140520,evergreenForest,NEON.BET.D01.000999,2014-05-20T00:00:00Z,oYoMzXfFrZ++WC5a6fKqnLthE//l1mqppI/Ay+8O4RM=,PTEPEN,1
HARV_005 HARV.2014.19,HARV_005,HARV_005.S.20140520,deciduousForest,NEON.BET.D01.000672,2014-05-20T00:00:00Z,VYbX3k7w1waC8I6529EzHKWm/T0ff/MpvLo6S+aZhWI=,CARGOR,1
HARV_010 HARV.2014.19,HARV_010,HARV_010.S.20140520,mixedForest,NEON.BET.D01.000654,2014-05-20T00:00:00Z,IKTBBoKzvacrn0efh/sDpVIYJ7CQcCD2ROmkyVNjxWU=,CARGOR,1
HARV_004 HARV.2014.19,HARV_004,HARV_004.S.20140520,mixedForest,NEON.BET.D01.001031,2014-05-20T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPKvAXg5LybDV9QK3wpyKMak=,PTEPEN,4
HARV_004 HARV.2014.19,HARV_004,HARV_004.S.20140520,mixedForest,NEON.BET.D01.001031,2014-05-20T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPKvAXg5LybDV9QK3wpyKMak=,PTEPEN,4
HARV_004 HARV.2014.19,HARV_004,HARV_004.S.20140520,mixedForest,NEON.BET.D01.001031,2014-05-20T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPKvAXg5LybDV9QK3wpyKMak=,PTEPEN,4
HARV_004 HARV.2014.19,HARV_004,HARV_004.S.20140520,mixedForest,NEON.BET.D01.001031,2014-05-20T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPKvAXg5LybDV9QK3wpyKMak=,PTEPEN,4
HARV_014 HARV.2014.19,HARV_014,HARV_014.W.20140520,mixedForest,NEON.BET.D01.001203,2014-05-20T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJV0G0A3Ea9OPMZIpOWqe0Gw=,CYMPLA2,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.W.20140520,mixedForest,NEON.BET.D01.001203,2014-05-20T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJV0G0A3Ea9OPMZIpOWqe0Gw=,CYMPLA2,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.W.20140520,mixedForest,NEON.BET.D01.001203,2014-05-20T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJV0G0A3Ea9OPMZIpOWqe0Gw=,CYMPLA2,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.W.20140520,mixedForest,NEON.BET.D01.001203,2014-05-20T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJV0G0A3Ea9OPMZIpOWqe0Gw=,CYMPLA2,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.W.20140520,mixedForest,NEON.BET.D01.001203,2014-05-20T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJV0G0A3Ea9OPMZIpOWqe0Gw=,CYMPLA2,6
HARV_014 HARV.2014.19,HARV_014,HARV_014.W.20140520,mixedForest,NEON.BET.D01.001203,2014-05-20T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJV0G0A3Ea9OPMZIpOWqe0Gw=,CYMPLA2,6
HARV_022 HARV.2014.19,HARV_022,HARV_022.W.20140520,evergreenForest,NEON.BET.D01.000491,2014-05-20T00:00:00Z,vt05/1/XT7OWMlX7HNEWcSl/FaGT6RyRQx56STz/QtI=,NOTAEN,2
HARV_022 HARV.2014.19,HARV_022,HARV_022.W.20140520,evergreenForest,NEON.BET.D01.000491,2014-05-20T00:00:00Z,vt05/1/XT7OWMlX7HNEWcSl/FaGT6RyRQx56STz/QtI=,NOTAEN,2
HARV_005 HARV.2014.19,HARV_005,HARV_005.W.20140520,deciduousForest,NEON.BET.D01.000991,2014-05-20T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxhBgfg0o6MKn9MCswYUbMCM=,PTEPEN,3
HARV_005 HARV.2014.19,HARV_005,HARV_005.W.20140520,deciduousForest,NEON.BET.D01.000991,2014-05-20T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxhBgfg0o6MKn9MCswYUbMCM=,PTEPEN,3
HARV_005 HARV.2014.19,HARV_005,HARV_005.W.20140520,deciduousForest,NEON.BET.D01.000991,2014-05-20T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxhBgfg0o6MKn9MCswYUbMCM=,PTEPEN,3
HARV_013 HARV.2014.19,HARV_013,HARV_013.W.20140520,evergreenForest,NEON.BET.D01.001057,2014-05-20T00:00:00Z,lFumUD6T2rlcI69ZounPIvLqEzeT3NF/6EtnkQ6q/nY=,PTEPEN,2
HARV_013 HARV.2014.19,HARV_013,HARV_013.W.20140520,evergreenForest,NEON.BET.D01.001057,2014-05-20T00:00:00Z,lFumUD6T2rlcI69ZounPIvLqEzeT3NF/6EtnkQ6q/nY=,PTEPEN,2
HARV_002 HARV.2014.19,HARV_002,HARV_002.W.20140520,deciduousForest,NEON.BET.D01.000453,2014-05-20T00:00:00Z,aC3QojVI9exXjZGUGaSAV3ThgiUaqy4aETmWCoTs20s=,SPHCAN,3
HARV_002 HARV.2014.19,HARV_002,HARV_002.W.20140520,deciduousForest,NEON.BET.D01.000453,2014-05-20T00:00:00Z,aC3QojVI9exXjZGUGaSAV3ThgiUaqy4aETmWCoTs20s=,SPHCAN,3
HARV_002 HARV.2014.19,HARV_002,HARV_002.W.20140520,deciduousForest,NEON.BET.D01.000453,2014-05-20T00:00:00Z,aC3QojVI9exXjZGUGaSAV3ThgiUaqy4aETmWCoTs20s=,SPHCAN,3
HARV_004 HARV.2014.19,HARV_004,HARV_004.W.20140520,mixedForest,NEON.BET.D01.000835,2014-05-20T00:00:00Z,tDzbpJ00aa8Swwm3k/aigV7+vgld772WiFx5bijOvAU=,PTEMUT2,2
HARV_004 HARV.2014.19,HARV_004,HARV_004.W.20140520,mixedForest,NEON.BET.D01.000835,2014-05-20T00:00:00Z,tDzbpJ00aa8Swwm3k/aigV7+vgld772WiFx5bijOvAU=,PTEMUT2,2
HARV_006 HARV.2014.19,HARV_006,HARV_006.W.20140520,deciduousForest,NEON.BET.D01.000492,2014-05-20T00:00:00Z,nqQHSOkEpR3mbGHhpvLxK/QeqSz+UWlk4VUsvJDRNVE=,NOTAEN,3
HARV_006 HARV.2014.19,HARV_006,HARV_006.W.20140520,deciduousForest,NEON.BET.D01.000492,2014-05-20T00:00:00Z,nqQHSOkEpR3mbGHhpvLxK/QeqSz+UWlk4VUsvJDRNVE=,NOTAEN,3
HARV_006 HARV.2014.19,HARV_006,HARV_006.W.20140520,deciduousForest,NEON.BET.D01.000492,2014-05-20T00:00:00Z,nqQHSOkEpR3mbGHhpvLxK/QeqSz+UWlk4VUsvJDRNVE=,NOTAEN,3
HARV_006 HARV.2014.21,HARV_006,HARV_006.E.20140603,deciduousForest,NEON.BET.D01.000497,2014-06-03T00:00:00Z,nqQHSOkEpR0Th/chs7FBQaWPmTRi1HGvM/w78Hj8M7E=,NOTAEN,3
HARV_006 HARV.2014.21,HARV_006,HARV_006.E.20140603,deciduousForest,NEON.BET.D01.000497,2014-06-03T00:00:00Z,nqQHSOkEpR0Th/chs7FBQaWPmTRi1HGvM/w78Hj8M7E=,NOTAEN,3
HARV_006 HARV.2014.21,HARV_006,HARV_006.E.20140603,deciduousForest,NEON.BET.D01.000497,2014-06-03T00:00:00Z,nqQHSOkEpR0Th/chs7FBQaWPmTRi1HGvM/w78Hj8M7E=,NOTAEN,3
HARV_006 HARV.2014.21,HARV_006,HARV_006.E.20140603,deciduousForest,NEON.BET.D01.001356,2014-06-03T00:00:00Z,nqQHSOkEpR0Th/chs7FBQdOk//KgXjQ5B0gLPLps1hM=,TRIAUT,2
HARV_006 HARV.2014.21,HARV_006,HARV_006.E.20140603,deciduousForest,NEON.BET.D01.001356,2014-06-03T00:00:00Z,nqQHSOkEpR0Th/chs7FBQdOk//KgXjQ5B0gLPLps1hM=,TRIAUT,2
HARV_010 HARV.2014.21,HARV_010,HARV_010.E.20140603,mixedForest,NEON.BET.D01.000684,2014-06-03T00:00:00Z,IKTBBoKzvadbvNBVYy8rQG5UU7A6bpoE18rc6qiyc74=,CARGOR,1
HARV_022 HARV.2014.21,HARV_022,HARV_022.N.20140603,evergreenForest,NEON.BET.D01.001078,2014-06-03T00:00:00Z,vt05/1/XT7NKeS3Tm8lTMH4w2x8W7mayc4pjWisiDp8=,GASHON,1
HARV_010 HARV.2014.21,HARV_010,HARV_010.N.20140603,mixedForest,NEON.BET.D01.001032,2014-06-03T00:00:00Z,IKTBBoKzvaepc0PVyW/09UfarLSM7Qd9CWbf73oJows=,PTEMUT2,1
HARV_004 HARV.2014.21,HARV_004,HARV_004.N.20140603,mixedForest,NEON.BET.D01.000912,2014-06-03T00:00:00Z,tDzbpJ00aa9wFsf5V0QL33KrbHgl86qqhOkSITWJV/U=,PLADEC,2
HARV_004 HARV.2014.21,HARV_004,HARV_004.N.20140603,mixedForest,NEON.BET.D01.000912,2014-06-03T00:00:00Z,tDzbpJ00aa9wFsf5V0QL33KrbHgl86qqhOkSITWJV/U=,PLADEC,2
HARV_004 HARV.2014.21,HARV_004,HARV_004.N.20140603,mixedForest,NEON.BET.D01.001368,2014-06-03T00:00:00Z,tDzbpJ00aa9wFsf5V0QL35d1V1iAzIUs5DBntamdBWk=,AMPINT,1
HARV_013 HARV.2014.21,HARV_013,HARV_013.S.20140603,evergreenForest,NEON.BET.D01.000468,2014-06-03T00:00:00Z,lFumUD6T2rlKPDMh+mMn+2MCFKXhrvAr9ZaqFhdAfUE=,SPHCAN,1
HARV_004 HARV.2014.21,HARV_004,HARV_004.S.20140603,mixedForest,NEON.BET.D01.001333,2014-06-03T00:00:00Z,tDzbpJ00aa/zyJwOuwJlPLpIaW6U1FcayYjFDivaRxQ=,CYMPLA2,1
HARV_006 HARV.2014.21,HARV_006,HARV_006.W.20140603,deciduousForest,NEON.BET.D01.000811,2014-06-03T00:00:00Z,nqQHSOkEpR3mbGHhpvLxKw5DarlEQsjJH1dR9BdE6zU=,PTEMUT2,1
HARV_002 HARV.2014.21,HARV_002,HARV_002.W.20140603,deciduousForest,NEON.BET.D01.000510,2014-06-03T00:00:00Z,aC3QojVI9exXjZGUGaSAV1JJOsyYrWsgkcwousrIDHE=,CARSER,1
HARV_005 HARV.2014.21,HARV_005,HARV_005.W.20140603,deciduousForest,NEON.BET.D01.001061,2014-06-03T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxhIXm+y5LsPKUNUjZS0ftrs=,PTEMUT2,1
HARV_005 HARV.2014.21,HARV_005,HARV_005.W.20140603,deciduousForest,NEON.BET.D01.001385,2014-06-03T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxhhFuO8glubrsnkFwFzQ2wg=,TRIAUT,2
HARV_005 HARV.2014.21,HARV_005,HARV_005.W.20140603,deciduousForest,NEON.BET.D01.001385,2014-06-03T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxhhFuO8glubrsnkFwFzQ2wg=,TRIAUT,2
HARV_006 HARV.2014.23,HARV_006,HARV_006.E.20140617,deciduousForest,NEON.BET.D01.001189,2014-06-17T00:00:00Z,nqQHSOkEpR0Th/chs7FBQSTK5hm0vLLVtjEojuKTjdM=,TRIAUT,1
HARV_010 HARV.2014.23,HARV_010,HARV_010.E.20140617,mixedForest,NEON.BET.D01.000571,2014-06-17T00:00:00Z,IKTBBoKzvadbvNBVYy8rQAXvupsqDWzejZ2ct0eGr/U=,SPHSTE3,1
HARV_014 HARV.2014.23,HARV_014,HARV_014.N.20140617,mixedForest,NEON.BET.D01.000937,2014-06-17T00:00:00Z,fgSm0hTlsCB4T9kEkLMcBQ2zjIcgiWc3RdMr6ptwraY=,PTEROS,1
HARV_010 HARV.2014.23,HARV_010,HARV_010.N.20140617,mixedForest,NEON.BET.D01.000826,2014-06-17T00:00:00Z,IKTBBoKzvaepc0PVyW/09cn9EE63+C3skOtMbsOnhQc=,PTEMUT2,2
HARV_010 HARV.2014.23,HARV_010,HARV_010.N.20140617,mixedForest,NEON.BET.D01.000826,2014-06-17T00:00:00Z,IKTBBoKzvaepc0PVyW/09cn9EE63+C3skOtMbsOnhQc=,PTEMUT2,2
HARV_005 HARV.2014.23,HARV_005,HARV_005.S.20140617,deciduousForest,NEON.BET.D01.000892,2014-06-17T00:00:00Z,VYbX3k7w1waC8I6529EzHB+9OocWcamEzq6Jw3ZJ4xU=,PTEMUT2,1
HARV_002 HARV.2014.23,HARV_002,HARV_002.W.20140617,deciduousForest,NEON.BET.D01.000503,2014-06-17T00:00:00Z,aC3QojVI9exXjZGUGaSAV7QFw3FYYRym70g4z53gVY0=,CARSER,2
HARV_002 HARV.2014.23,HARV_002,HARV_002.W.20140617,deciduousForest,NEON.BET.D01.000503,2014-06-17T00:00:00Z,aC3QojVI9exXjZGUGaSAV7QFw3FYYRym70g4z53gVY0=,CARSER,2
HARV_014 HARV.2014.23,HARV_014,HARV_014.W.20140617,mixedForest,NEON.BET.D01.000709,2014-06-17T00:00:00Z,fgSm0hTlsCBYeQ3CNUrKJffgI9XtFraF7bL6I8/Tqbc=,CARGOR,1
HARV_005 HARV.2014.23,HARV_005,HARV_005.W.20140617,deciduousForest,NEON.BET.D01.001389,2014-06-17T00:00:00Z,VYbX3k7w1wbjKhEQl8hrxmtnvHihhovKRzLW7nB5sr4=,TRIAUT,1
HARV_001 HARV.2014.25,HARV_001,HARV_001.E.20140701,deciduousForest,NEON.BET.D01.001046,2014-07-01T00:00:00Z,Lp8M7PrSWwBGmUtwWh0x620V+Rvpx9sZSslKh5C/EN8=,PTEPEN,4
HARV_001 HARV.2014.25,HARV_001,HARV_001.E.20140701,deciduousForest,NEON.BET.D01.001046,2014-07-01T00:00:00Z,Lp8M7PrSWwBGmUtwWh0x620V+Rvpx9sZSslKh5C/EN8=,PTEPEN,4
